tstep,mn,dy,hr,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
1053,9,21,0,1.21037879E+26,1.23821212E+26,1.20657725E+26,1.24081036E+26,1.10525107E+26,1.08022941E+26,1.17148774E+26,1.24917616E+26,1.41442784E+26,1.09580815E+26,1.15453167E+26,1.28897199E+26,1.26260999E+26,1.14872576E+26,1.22464278E+26,1.34161866E+26,1.34022916E+26,1.19472434E+26,1.52710072E+26,1.17621436E+26,1.22584017E+26,1.13345420E+26,1.15001855E+26,1.21801384E+26,1.30994373E+26,1.22202387E+26,1.29009455E+26,1.34503772E+26,1.20933098E+26,1.36673522E+26,1.27458884E+26,1.18174440E+26
1054,9,21,6,1.20377593E+26,1.22832361E+26,1.21203894E+26,1.23598213E+26,1.09520060E+26,1.08025309E+26,1.16950349E+26,1.24605291E+26,1.40653392E+26,1.10216190E+26,1.14865788E+26,1.27860381E+26,1.25665741E+26,1.12943193E+26,1.22308743E+26,1.33328085E+26,1.33563343E+26,1.18371853E+26,1.52172126E+26,1.17918011E+26,1.22331938E+26,1.13692973E+26,1.15709055E+26,1.21872354E+26,1.31042910E+26,1.21780160E+26,1.28482144E+26,1.33679999E+26,1.21239921E+26,1.36310392E+26,1.27203911E+26,1.18061731E+26
1055,9,21,12,1.21436681E+26,1.23560335E+26,1.22876430E+26,1.24095396E+26,1.09625989E+26,1.08535707E+26,1.18152162E+26,1.24705528E+26,1.41226760E+26,1.11934590E+26,1.15562391E+26,1.29109098E+26,1.26628499E+26,1.13100418E+26,1.23719764E+26,1.33740873E+26,1.34927390E+26,1.18311324E+26,1.53701723E+26,1.18517516E+26,1.23456296E+26,1.15511639E+26,1.16342029E+26,1.22404798E+26,1.31693198E+26,1.21661265E+26,1.28484450E+26,1.33748405E+26,1.21669641E+26,1.36635451E+26,1.27871823E+26,1.18623545E+26
1056,9,21,18,1.20577398E+26,1.23546037E+26,1.24144504E+26,1.24160609E+26,1.09647097E+26,1.08389454E+26,1.18481519E+26,1.24211583E+26,1.41194172E+26,1.12149998E+26,1.14888420E+26,1.28832231E+26,1.26406039E+26,1.11707170E+26,1.24111881E+26,1.33734834E+26,1.35151794E+26,1.17777152E+26,1.54498332E+26,1.17903759E+26,1.23677161E+26,1.15830372E+26,1.17811337E+26,1.23300468E+26,1.32264731E+26,1.21204462E+26,1.28453888E+26,1.33817255E+26,1.22537831E+26,1.36883157E+26,1.27661726E+26,1.18196868E+26
1057,9,22,0,1.19990213E+26,1.23431293E+26,1.25360900E+26,1.24395649E+26,1.09649477E+26,1.09137915E+26,1.18932001E+26,1.24088074E+26,1.41605565E+26,1.11849634E+26,1.15569615E+26,1.29233399E+26,1.26952763E+26,1.11232986E+26,1.24378120E+26,1.33384868E+26,1.35963949E+26,1.17917759E+26,1.54845389E+26,1.18241319E+26,1.24378898E+26,1.16747132E+26,1.18780827E+26,1.23765164E+26,1.33081237E+26,1.21251240E+26,1.28325787E+26,1.33577995E+26,1.22958325E+26,1.37098268E+26,1.27788652E+26,1.18748346E+26
1058,9,22,6,1.18901040E+26,1.23661574E+26,1.26190585E+26,1.24012784E+26,1.09459226E+26,1.09341185E+26,1.18396747E+26,1.23486264E+26,1.41969071E+26,1.11558028E+26,1.15334764E+26,1.28041978E+26,1.25726367E+26,1.09775870E+26,1.24418506E+26,1.33155981E+26,1.36210541E+26,1.17348057E+26,1.54988004E+26,1.17205914E+26,1.23916095E+26,1.17003942E+26,1.19116892E+26,1.24377423E+26,1.32607474E+26,1.21048910E+26,1.27867462E+26,1.33074308E+26,1.23017494E+26,1.36824688E+26,1.26895944E+26,1.18383517E+26
1059,9,22,12,1.19167764E+26,1.24205476E+26,1.28069657E+26,1.24410112E+26,1.09596622E+26,1.10342206E+26,1.18901875E+26,1.23820891E+26,1.43353509E+26,1.12359012E+26,1.16361761E+26,1.29044159E+26,1.27486695E+26,1.10193250E+26,1.25032085E+26,1.33292557E+26,1.37692482E+26,1.18555147E+26,1.56301285E+26,1.17449047E+26,1.24990570E+26,1.18598189E+26,1.20248130E+26,1.25315937E+26,1.33508862E+26,1.22169499E+26,1.28116930E+26,1.33451770E+26,1.23189377E+26,1.37267347E+26,1.27455664E+26,1.19480296E+26
1060,9,22,18,1.18504214E+26,1.25004248E+26,1.29589862E+26,1.24220871E+26,1.09354754E+26,1.10834267E+26,1.18506438E+26,1.23029129E+26,1.43463880E+26,1.11666725E+26,1.15807019E+26,1.28821227E+26,1.27336222E+26,1.10527416E+26,1.24687175E+26,1.33635973E+26,1.38195252E+26,1.19246673E+26,1.56142727E+26,1.16412220E+26,1.24496682E+26,1.18164390E+26,1.21067605E+26,1.26043619E+26,1.33740995E+26,1.22869480E+26,1.27686859E+26,1.33034615E+26,1.23452777E+26,1.37638341E+26,1.27753155E+26,1.19616272E+26
1061,9,23,0,1.18004341E+26,1.25860584E+26,1.30440543E+26,1.24995984E+26,1.09591810E+26,1.11162802E+26,1.19000184E+26,1.23520760E+26,1.43725586E+26,1.11190644E+26,1.15489888E+26,1.29200253E+26,1.28360516E+26,1.11048104E+26,1.24255250E+26,1.33355332E+26,1.38494270E+26,1.19778379E+26,1.56947950E+26,1.15493469E+26,1.24885289E+26,1.18799214E+26,1.21958059E+26,1.26308663E+26,1.34227269E+26,1.23803379E+26,1.27818679E+26,1.32634170E+26,1.22917123E+26,1.36866591E+26,1.28385452E+26,1.20351580E+26
1062,9,23,6,1.17266082E+26,1.25571267E+26,1.30960045E+26,1.25134333E+26,1.09603118E+26,1.11151720E+26,1.18486583E+26,1.22733368E+26,1.43579568E+26,1.10291315E+26,1.14446288E+26,1.28298574E+26,1.28659528E+26,1.10653854E+26,1.23309499E+26,1.32627108E+26,1.37986274E+26,1.20007918E+26,1.56458370E+26,1.14207040E+26,1.24105423E+26,1.18438626E+26,1.21912247E+26,1.26773087E+26,1.33559076E+26,1.24331464E+26,1.26754959E+26,1.32381099E+26,1.22004061E+26,1.36171599E+26,1.28425496E+26,1.20213348E+26
1063,9,23,12,1.17025078E+26,1.26770020E+26,1.32503634E+26,1.25106527E+26,1.10461733E+26,1.12495632E+26,1.19539282E+26,1.23186949E+26,1.44439105E+26,1.10773182E+26,1.15107227E+26,1.30025339E+26,1.30197819E+26,1.11648041E+26,1.23993853E+26,1.33218175E+26,1.39373459E+26,1.19972979E+26,1.56937941E+26,1.14851682E+26,1.24285802E+26,1.18535818E+26,1.22794674E+26,1.27574645E+26,1.34503009E+26,1.25519056E+26,1.26509330E+26,1.32347535E+26,1.22035138E+26,1.35728883E+26,1.29909126E+26,1.21615636E+26
1064,9,23,18,1.17009919E+26,1.26627153E+26,1.33822557E+26,1.25888766E+26,1.10335160E+26,1.12530608E+26,1.19097440E+26,1.22576751E+26,1.43763524E+26,1.10695989E+26,1.14078591E+26,1.29830977E+26,1.30161033E+26,1.11685529E+26,1.23374208E+26,1.33527553E+26,1.39430372E+26,1.20520905E+26,1.56980673E+26,1.14235948E+26,1.23198603E+26,1.17444832E+26,1.23262685E+26,1.28603137E+26,1.34660295E+26,1.25959502E+26,1.25935389E+26,1.33139244E+26,1.22246755E+26,1.34636592E+26,1.30700516E+26,1.22087754E+26
1065,9,24,0,1.16774930E+26,1.27303195E+26,1.34180864E+26,1.25742636E+26,1.10616777E+26,1.12389750E+26,1.19659167E+26,1.23392559E+26,1.44284788E+26,1.10385775E+26,1.13744514E+26,1.30609922E+26,1.31296226E+26,1.12433515E+26,1.23048492E+26,1.33003120E+26,1.39823522E+26,1.20840254E+26,1.57294444E+26,1.14068029E+26,1.22717103E+26,1.17658686E+26,1.23565934E+26,1.28401152E+26,1.34992334E+26,1.26050313E+26,1.25447454E+26,1.33176007E+26,1.21424817E+26,1.34139325E+26,1.31336679E+26,1.22447962E+26
1066,9,24,6,1.16105086E+26,1.26929636E+26,1.34954244E+26,1.26001264E+26,1.10705103E+26,1.12489800E+26,1.19482293E+26,1.23044054E+26,1.43685524E+26,1.09650892E+26,1.12798761E+26,1.30254805E+26,1.30964427E+26,1.12413742E+26,1.22655738E+26,1.32216838E+26,1.39385873E+26,1.20242290E+26,1.56377319E+26,1.14308841E+26,1.21302606E+26,1.16435802E+26,1.24002210E+26,1.28585915E+26,1.34393542E+26,1.26751677E+26,1.24695995E+26,1.33205919E+26,1.20604976E+26,1.32859738E+26,1.31353504E+26,1.22652585E+26
1067,9,24,12,1.16779917E+26,1.27203384E+26,1.36227762E+26,1.26853079E+26,1.11163005E+26,1.13132382E+26,1.20572729E+26,1.24012738E+26,1.44582642E+26,1.10609802E+26,1.13026838E+26,1.31675984E+26,1.32543464E+26,1.13723549E+26,1.23195004E+26,1.32315759E+26,1.40123211E+26,1.20897408E+26,1.57113454E+26,1.14802209E+26,1.21441289E+26,1.16770666E+26,1.24765042E+26,1.28184330E+26,1.34564673E+26,1.27370619E+26,1.24734558E+26,1.34096325E+26,1.21091337E+26,1.32989031E+26,1.32266463E+26,1.23626873E+26
1068,9,24,18,1.16366687E+26,1.27729465E+26,1.37040661E+26,1.26933443E+26,1.11409181E+26,1.13426235E+26,1.21360016E+26,1.24102667E+26,1.44683827E+26,1.10271112E+26,1.12025130E+26,1.31501928E+26,1.32337592E+26,1.13709580E+26,1.23030510E+26,1.32509481E+26,1.40362164E+26,1.21390352E+26,1.57948473E+26,1.15525262E+26,1.19957375E+26,1.16463185E+26,1.25130745E+26,1.28520684E+26,1.34575878E+26,1.27642841E+26,1.24113803E+26,1.34703946E+26,1.21809351E+26,1.32845508E+26,1.32259719E+26,1.24728056E+26
1069,9,25,0,1.16402012E+26,1.27948324E+26,1.37767707E+26,1.27225163E+26,1.11225186E+26,1.13478715E+26,1.20766390E+26,1.24769380E+26,1.45300920E+26,1.09964649E+26,1.12316050E+26,1.32279559E+26,1.33761173E+26,1.14400592E+26,1.23060166E+26,1.32024908E+26,1.40606807E+26,1.21559714E+26,1.58321988E+26,1.15750599E+26,1.19432980E+26,1.16955967E+26,1.25169076E+26,1.27949148E+26,1.34258539E+26,1.27761810E+26,1.23414388E+26,1.35221695E+26,1.21474773E+26,1.32552894E+26,1.32429075E+26,1.25486275E+26
1070,9,25,6,1.15800030E+26,1.27097755E+26,1.38379037E+26,1.27259777E+26,1.10624781E+26,1.12950425E+26,1.19897006E+26,1.24670489E+26,1.45545110E+26,1.09069313E+26,1.11809065E+26,1.31475554E+26,1.32836158E+26,1.13575432E+26,1.22830172E+26,1.31277222E+26,1.39822605E+26,1.21132805E+26,1.57778425E+26,1.15617859E+26,1.18715178E+26,1.16417092E+26,1.25373734E+26,1.27695681E+26,1.33339400E+26,1.28676392E+26,1.22325954E+26,1.35759863E+26,1.20949453E+26,1.32530323E+26,1.31701203E+26,1.25902656E+26
1071,9,25,12,1.16657412E+26,1.28045782E+26,1.39382179E+26,1.27923662E+26,1.11163368E+26,1.14132718E+26,1.20581589E+26,1.26129177E+26,1.45967423E+26,1.10086644E+26,1.12398620E+26,1.33458213E+26,1.34851646E+26,1.15076028E+26,1.24913031E+26,1.32173999E+26,1.40682130E+26,1.22299381E+26,1.59495143E+26,1.17396286E+26,1.18842807E+26,1.17535777E+26,1.25348839E+26,1.27570953E+26,1.33491560E+26,1.29053084E+26,1.22032319E+26,1.36101443E+26,1.21407707E+26,1.32856689E+26,1.31917355E+26,1.26851431E+26
1072,9,25,18,1.17091151E+26,1.28437517E+26,1.39977509E+26,1.27674487E+26,1.11068925E+26,1.13714478E+26,1.20103302E+26,1.26137178E+26,1.45076162E+26,1.09282624E+26,1.11512566E+26,1.32617617E+26,1.34925538E+26,1.14930814E+26,1.24611779E+26,1.31612249E+26,1.40360633E+26,1.22716645E+26,1.60452359E+26,1.17540431E+26,1.17762753E+26,1.17897286E+26,1.26220744E+26,1.27425691E+26,1.32683591E+26,1.29452722E+26,1.21568619E+26,1.36932572E+26,1.22271995E+26,1.32738111E+26,1.31813270E+26,1.27584499E+26
1073,9,26,0,1.17581786E+26,1.28768371E+26,1.40179462E+26,1.27671842E+26,1.11819912E+26,1.14212753E+26,1.19422696E+26,1.26982766E+26,1.45118302E+26,1.09469349E+26,1.11567732E+26,1.33630795E+26,1.36817239E+26,1.16299846E+26,1.25916442E+26,1.31387308E+26,1.40928276E+26,1.22969400E+26,1.62203962E+26,1.18418953E+26,1.17309735E+26,1.18778153E+26,1.26205305E+26,1.26988145E+26,1.32575516E+26,1.29531710E+26,1.21205736E+26,1.36511014E+26,1.22721257E+26,1.32982788E+26,1.31618653E+26,1.28167069E+26
1074,9,26,6,1.16900901E+26,1.29445657E+26,1.40274431E+26,1.27200549E+26,1.12035873E+26,1.14896784E+26,1.18499363E+26,1.26867044E+26,1.44599511E+26,1.08363527E+26,1.10872575E+26,1.32869922E+26,1.36306760E+26,1.16152648E+26,1.25849169E+26,1.30946467E+26,1.39893873E+26,1.22180553E+26,1.62354311E+26,1.18247939E+26,1.16131056E+26,1.18454293E+26,1.26834049E+26,1.26582887E+26,1.32061093E+26,1.29357744E+26,1.20739351E+26,1.36406846E+26,1.22352346E+26,1.32646761E+26,1.30195286E+26,1.28486910E+26
1075,9,26,12,1.17819766E+26,1.29759067E+26,1.41060341E+26,1.27953684E+26,1.13383218E+26,1.15981207E+26,1.19378536E+26,1.27817855E+26,1.44605488E+26,1.08943193E+26,1.11547529E+26,1.33839536E+26,1.37889372E+26,1.17573944E+26,1.27129803E+26,1.31385054E+26,1.40764124E+26,1.22282617E+26,1.63698627E+26,1.19411233E+26,1.16685538E+26,1.19894179E+26,1.27140121E+26,1.26269796E+26,1.31974592E+26,1.29730721E+26,1.21040024E+26,1.36042138E+26,1.22745391E+26,1.32953692E+26,1.30277032E+26,1.29861143E+26
1076,9,26,18,1.18027442E+26,1.29831455E+26,1.40807701E+26,1.27835676E+26,1.13582154E+26,1.17147353E+26,1.19421860E+26,1.27887628E+26,1.43021641E+26,1.08667025E+26,1.11338711E+26,1.32974911E+26,1.36705413E+26,1.17552588E+26,1.27507886E+26,1.31518418E+26,1.40135014E+26,1.23233059E+26,1.64774260E+26,1.19265490E+26,1.15357865E+26,1.20032972E+26,1.27825571E+26,1.27271354E+26,1.31683095E+26,1.30430269E+26,1.20746208E+26,1.36165206E+26,1.22788990E+26,1.32670471E+26,1.29073567E+26,1.29816674E+26
1077,9,27,0,1.17630747E+26,1.29785274E+26,1.41015869E+26,1.28046457E+26,1.14095961E+26,1.17376885E+26,1.20297653E+26,1.28886453E+26,1.42022663E+26,1.08403273E+26,1.11832602E+26,1.33820295E+26,1.37744049E+26,1.18991327E+26,1.27786811E+26,1.31329544E+26,1.39984944E+26,1.23515255E+26,1.65028237E+26,1.19726678E+26,1.14866180E+26,1.20410096E+26,1.27305456E+26,1.27065079E+26,1.31581585E+26,1.30917382E+26,1.20745625E+26,1.36458157E+26,1.22297925E+26,1.32434038E+26,1.28379089E+26,1.29623016E+26
1078,9,27,6,1.17503599E+26,1.29063181E+26,1.40634563E+26,1.27289743E+26,1.14093005E+26,1.18181732E+26,1.20216484E+26,1.29971232E+26,1.40888057E+26,1.08071483E+26,1.11425655E+26,1.32889535E+26,1.36563946E+26,1.18604200E+26,1.27089478E+26,1.31193615E+26,1.39028379E+26,1.23266275E+26,1.64421998E+26,1.19282975E+26,1.14555404E+26,1.21012591E+26,1.27329409E+26,1.27173863E+26,1.30753615E+26,1.31287818E+26,1.20554132E+26,1.36542931E+26,1.21447183E+26,1.31668123E+26,1.27606456E+26,1.28729334E+26
1079,9,27,12,1.18188562E+26,1.30016958E+26,1.40845013E+26,1.27786536E+26,1.15071387E+26,1.19258733E+26,1.22005907E+26,1.31096382E+26,1.41407807E+26,1.10021770E+26,1.12564397E+26,1.34046568E+26,1.37323417E+26,1.20058062E+26,1.28259265E+26,1.31634928E+26,1.38995488E+26,1.24194912E+26,1.64681791E+26,1.21125320E+26,1.15046679E+26,1.21696334E+26,1.27344098E+26,1.27476650E+26,1.30239259E+26,1.32338721E+26,1.20364840E+26,1.37372041E+26,1.21526271E+26,1.32836681E+26,1.27735773E+26,1.29128901E+26
1080,9,27,18,1.18906234E+26,1.30351016E+26,1.41058557E+26,1.27303887E+26,1.15247722E+26,1.20174066E+26,1.23679528E+26,1.31770871E+26,1.40584330E+26,1.10704949E+26,1.12538934E+26,1.33515006E+26,1.36507456E+26,1.20223536E+26,1.27862120E+26,1.31370079E+26,1.39034163E+26,1.24851896E+26,1.64385972E+26,1.21036124E+26,1.14855712E+26,1.22639118E+26,1.27571110E+26,1.27995561E+26,1.29642624E+26,1.32620622E+26,1.19972540E+26,1.38056808E+26,1.21267767E+26,1.32575851E+26,1.27769830E+26,1.28720182E+26
1081,9,28,0,1.18845002E+26,1.30671006E+26,1.40988619E+26,1.27744204E+26,1.15445412E+26,1.20772829E+26,1.25891735E+26,1.32786235E+26,1.41291974E+26,1.12499236E+26,1.12425934E+26,1.33477901E+26,1.37004366E+26,1.21230525E+26,1.26976611E+26,1.30923784E+26,1.38943162E+26,1.25635271E+26,1.64309577E+26,1.21044208E+26,1.14025720E+26,1.22011497E+26,1.27843635E+26,1.27346774E+26,1.29321633E+26,1.32988664E+26,1.20175965E+26,1.38093525E+26,1.20787213E+26,1.33042062E+26,1.28437188E+26,1.28706195E+26
1082,9,28,6,1.19227656E+26,1.30845226E+26,1.40680236E+26,1.26898415E+26,1.15372233E+26,1.21799001E+26,1.26676798E+26,1.32660511E+26,1.41239812E+26,1.13560429E+26,1.12364518E+26,1.33186754E+26,1.36524038E+26,1.21440591E+26,1.25180880E+26,1.29741601E+26,1.38114098E+26,1.25306596E+26,1.62926383E+26,1.20089162E+26,1.13623129E+26,1.22047676E+26,1.28054158E+26,1.26779228E+26,1.28884234E+26,1.32340585E+26,1.19326405E+26,1.38830040E+26,1.19840544E+26,1.33377532E+26,1.28089635E+26,1.27867944E+26
1083,9,28,12,1.19572326E+26,1.31543879E+26,1.39904106E+26,1.27369773E+26,1.16076718E+26,1.23399035E+26,1.27140108E+26,1.33410302E+26,1.42187684E+26,1.14826272E+26,1.13452637E+26,1.34668730E+26,1.37368753E+26,1.23237010E+26,1.25961739E+26,1.29742205E+26,1.38533554E+26,1.26873178E+26,1.62825495E+26,1.20619440E+26,1.14231097E+26,1.22762613E+26,1.28962468E+26,1.27056422E+26,1.29564060E+26,1.32581081E+26,1.19981507E+26,1.39621384E+26,1.20012150E+26,1.34451835E+26,1.30536690E+26,1.28641915E+26
1084,9,28,18,1.19923269E+26,1.31984091E+26,1.40200583E+26,1.27081033E+26,1.16896311E+26,1.24513218E+26,1.27870594E+26,1.33084226E+26,1.41972639E+26,1.15221358E+26,1.13399260E+26,1.34238289E+26,1.36414089E+26,1.23579891E+26,1.25292140E+26,1.28816446E+26,1.38378997E+26,1.26843123E+26,1.62388131E+26,1.20659439E+26,1.14501509E+26,1.22555317E+26,1.29643877E+26,1.27798498E+26,1.30079277E+26,1.32315002E+26,1.20015480E+26,1.40852246E+26,1.20780049E+26,1.34844953E+26,1.31707516E+26,1.28339715E+26
1085,9,29,0,1.19784184E+26,1.31626162E+26,1.39537815E+26,1.27739909E+26,1.17679349E+26,1.25793636E+26,1.28150002E+26,1.34090937E+26,1.42357955E+26,1.16047111E+26,1.14092428E+26,1.35364203E+26,1.37410867E+26,1.25638259E+26,1.25100940E+26,1.28576928E+26,1.39197339E+26,1.27926721E+26,1.61838848E+26,1.20617742E+26,1.14818960E+26,1.22552781E+26,1.30105959E+26,1.27814152E+26,1.31181266E+26,1.32662052E+26,1.19806100E+26,1.42048311E+26,1.20825981E+26,1.35286826E+26,1.33085493E+26,1.28474935E+26
1086,9,29,6,1.19560340E+26,1.31214814E+26,1.39410973E+26,1.26673107E+26,1.17976869E+26,1.27017212E+26,1.28326445E+26,1.33902971E+26,1.41628093E+26,1.16039462E+26,1.14639046E+26,1.35210562E+26,1.36587357E+26,1.25477753E+26,1.23585129E+26,1.27768911E+26,1.38887889E+26,1.27657540E+26,1.60521184E+26,1.20191608E+26,1.15604551E+26,1.22965994E+26,1.29818633E+26,1.27881335E+26,1.32141075E+26,1.32499408E+26,1.19302451E+26,1.42931271E+26,1.21209612E+26,1.35579106E+26,1.33873414E+26,1.28288762E+26
1087,9,29,12,1.20494496E+26,1.31005536E+26,1.39400869E+26,1.27145427E+26,1.19737642E+26,1.27999097E+26,1.28626260E+26,1.34814609E+26,1.42362249E+26,1.17472886E+26,1.15484811E+26,1.37190693E+26,1.37181971E+26,1.27108130E+26,1.24999437E+26,1.28686257E+26,1.40487456E+26,1.28846860E+26,1.60730228E+26,1.20987804E+26,1.17427924E+26,1.23168173E+26,1.30525526E+26,1.28055353E+26,1.33382587E+26,1.33169042E+26,1.20118446E+26,1.44491124E+26,1.22108907E+26,1.37252250E+26,1.35657509E+26,1.28805835E+26
1088,9,29,18,1.20664880E+26,1.29731589E+26,1.39992378E+26,1.26111561E+26,1.20729362E+26,1.28569633E+26,1.28844864E+26,1.34993997E+26,1.41670773E+26,1.17142361E+26,1.16219379E+26,1.37297607E+26,1.36099273E+26,1.26316031E+26,1.24615647E+26,1.28088023E+26,1.40586993E+26,1.28965928E+26,1.60657608E+26,1.22119604E+26,1.18257097E+26,1.22815258E+26,1.30549150E+26,1.28227289E+26,1.34326459E+26,1.32987843E+26,1.19613157E+26,1.45634045E+26,1.23167956E+26,1.37805320E+26,1.37081197E+26,1.29035931E+26
1089,9,30,0,1.20717867E+26,1.29251219E+26,1.40531158E+26,1.26177922E+26,1.21184084E+26,1.28930832E+26,1.28076471E+26,1.36093932E+26,1.41553588E+26,1.17472759E+26,1.16949890E+26,1.38473368E+26,1.36113156E+26,1.26772630E+26,1.25616256E+26,1.28670553E+26,1.41723466E+26,1.30369519E+26,1.60169121E+26,1.22417073E+26,1.19715206E+26,1.23427800E+26,1.30879932E+26,1.28367898E+26,1.34891508E+26,1.33099197E+26,1.19308340E+26,1.46497554E+26,1.23819278E+26,1.38805543E+26,1.38508254E+26,1.29560860E+26
1090,9,30,6,1.20325826E+26,1.27503470E+26,1.40370279E+26,1.25650625E+26,1.21463425E+26,1.28926230E+26,1.28106307E+26,1.35936458E+26,1.40521471E+26,1.16995541E+26,1.16965629E+26,1.38341229E+26,1.34860802E+26,1.25513095E+26,1.24076529E+26,1.28421724E+26,1.41335541E+26,1.29697996E+26,1.59244343E+26,1.22801344E+26,1.19946325E+26,1.23652608E+26,1.29612797E+26,1.27927735E+26,1.36030041E+26,1.32731301E+26,1.19571722E+26,1.46527653E+26,1.23686190E+26,1.38957912E+26,1.39851401E+26,1.29708156E+26
1091,9,30,12,1.21430443E+26,1.27882129E+26,1.40794536E+26,1.25978686E+26,1.21932969E+26,1.29039663E+26,1.28621671E+26,1.36658156E+26,1.41573597E+26,1.18036899E+26,1.17866652E+26,1.40095136E+26,1.34669866E+26,1.26965919E+26,1.24985524E+26,1.28920667E+26,1.41968899E+26,1.31817890E+26,1.60190622E+26,1.23727955E+26,1.21142345E+26,1.23788821E+26,1.29289026E+26,1.29008174E+26,1.37027564E+26,1.33156121E+26,1.20612605E+26,1.48058096E+26,1.24819904E+26,1.40184207E+26,1.41322726E+26,1.31670191E+26
1092,9,30,18,1.21808692E+26,1.27435239E+26,1.40769993E+26,1.25309687E+26,1.22192252E+26,1.28757457E+26,1.29028136E+26,1.36811773E+26,1.40562392E+26,1.17631334E+26,1.17813427E+26,1.39551923E+26,1.33148747E+26,1.26019466E+26,1.24297787E+26,1.28946708E+26,1.42288628E+26,1.32021007E+26,1.59891321E+26,1.24639601E+26,1.20641888E+26,1.23286082E+26,1.28625914E+26,1.29274944E+26,1.37615435E+26,1.33162790E+26,1.20529137E+26,1.48494057E+26,1.25286426E+26,1.40501994E+26,1.41988346E+26,1.31538479E+26
1093,10,1,0,1.21898031E+26,1.26804744E+26,1.40446482E+26,1.25894973E+26,1.22352691E+26,1.28981339E+26,1.29391793E+26,1.37224263E+26,1.40598927E+26,1.17547121E+26,1.18882620E+26,1.41126833E+26,1.32141990E+26,1.26273163E+26,1.24861788E+26,1.28989926E+26,1.42973768E+26,1.33179962E+26,1.59848077E+26,1.24907479E+26,1.20792038E+26,1.23547726E+26,1.28008700E+26,1.29856229E+26,1.38224395E+26,1.33220310E+26,1.20782563E+26,1.49003112E+26,1.25958438E+26,1.40916525E+26,1.41973313E+26,1.31756189E+26
1094,10,1,6,1.21827723E+26,1.25480753E+26,1.39680096E+26,1.25284442E+26,1.21549978E+26,1.28156164E+26,1.28444048E+26,1.37091773E+26,1.40048397E+26,1.17099433E+26,1.18118609E+26,1.40827993E+26,1.30702260E+26,1.24848216E+26,1.23819609E+26,1.28692718E+26,1.42952699E+26,1.32713516E+26,1.59384102E+26,1.25392931E+26,1.20332434E+26,1.23259954E+26,1.27233174E+26,1.29982241E+26,1.38517318E+26,1.33492829E+26,1.21074267E+26,1.49183795E+26,1.26120129E+26,1.40374071E+26,1.41398455E+26,1.31575389E+26
1095,10,1,12,1.22125590E+26,1.25203307E+26,1.39635917E+26,1.26375197E+26,1.21680338E+26,1.27707792E+26,1.29238577E+26,1.37682238E+26,1.41109210E+26,1.17692231E+26,1.19077762E+26,1.42382093E+26,1.30564669E+26,1.25288917E+26,1.25233316E+26,1.29572601E+26,1.43852803E+26,1.32928330E+26,1.59942652E+26,1.27210130E+26,1.20677289E+26,1.23892783E+26,1.27241144E+26,1.30710277E+26,1.39071615E+26,1.34537337E+26,1.22300132E+26,1.50126925E+26,1.27058529E+26,1.40791784E+26,1.41776624E+26,1.32540545E+26
1096,10,1,18,1.22568610E+26,1.24345979E+26,1.38977022E+26,1.26450634E+26,1.21506349E+26,1.27621567E+26,1.28849832E+26,1.37578522E+26,1.41025559E+26,1.17316123E+26,1.18179723E+26,1.42124781E+26,1.29183504E+26,1.24510115E+26,1.24913965E+26,1.29894198E+26,1.44193273E+26,1.32710825E+26,1.60158879E+26,1.27672040E+26,1.20260146E+26,1.24018288E+26,1.26995145E+26,1.31129849E+26,1.39406345E+26,1.35295339E+26,1.22883194E+26,1.51134362E+26,1.27870031E+26,1.39597320E+26,1.41827328E+26,1.33008161E+26
1097,10,2,0,1.22113156E+26,1.24100372E+26,1.37972749E+26,1.26679407E+26,1.21839118E+26,1.27487143E+26,1.29604699E+26,1.38092604E+26,1.42097749E+26,1.17089354E+26,1.18709699E+26,1.42587934E+26,1.28868067E+26,1.24587896E+26,1.25028879E+26,1.30363729E+26,1.45012234E+26,1.32685147E+26,1.60236096E+26,1.27995780E+26,1.20410043E+26,1.24735124E+26,1.27271040E+26,1.31243755E+26,1.40390721E+26,1.35665248E+26,1.23311539E+26,1.51474698E+26,1.28341216E+26,1.38929056E+26,1.42020467E+26,1.34019256E+26
1098,10,2,6,1.22432480E+26,1.23557670E+26,1.36816846E+26,1.26213928E+26,1.21477682E+26,1.27174317E+26,1.28857499E+26,1.37823278E+26,1.41384786E+26,1.17149430E+26,1.18135008E+26,1.41673765E+26,1.27552576E+26,1.23851017E+26,1.24750416E+26,1.29388904E+26,1.44774359E+26,1.31666203E+26,1.59986432E+26,1.28360924E+26,1.20505320E+26,1.24522139E+26,1.27320670E+26,1.31080900E+26,1.41253789E+26,1.36821511E+26,1.23127087E+26,1.51770685E+26,1.28677460E+26,1.37855519E+26,1.41696029E+26,1.34114181E+26
