tstep,mn,dy,hr,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
1007,9,9,12,1.11290900E+26,1.18184462E+26,9.75641481E+25,1.27059752E+26,1.02107707E+26,9.72738218E+25,1.00182116E+26,1.09333999E+26,1.27964348E+26,9.16158765E+25,9.89790142E+25,1.15916393E+26,1.23337833E+26,1.20185753E+26,1.10053631E+26,1.19818322E+26,1.23624759E+26,1.05548586E+26,1.28855505E+26,1.08196305E+26,1.12449748E+26,1.08442653E+26,1.08007034E+26,1.28243231E+26,1.17935938E+26,1.02017568E+26,1.15917869E+26,1.20772071E+26,1.10871211E+26,1.27406808E+26,1.18061255E+26,1.17854634E+26
1008,9,9,18,1.11217615E+26,1.20023606E+26,9.67586200E+25,1.26840209E+26,1.02714251E+26,9.69277947E+25,1.00363636E+26,1.10027322E+26,1.28031206E+26,9.14502955E+25,9.83470715E+25,1.14900104E+26,1.22523315E+26,1.19823866E+26,1.10787697E+26,1.21561257E+26,1.22623140E+26,1.06418220E+26,1.28597991E+26,1.08510299E+26,1.11640858E+26,1.08296027E+26,1.07547145E+26,1.28714992E+26,1.19028907E+26,1.01997602E+26,1.15564580E+26,1.21375068E+26,1.10786844E+26,1.28245768E+26,1.17597947E+26,1.17314516E+26
1009,9,10,0,1.11185827E+26,1.21181346E+26,9.72019504E+25,1.26621886E+26,1.03273823E+26,9.68552648E+25,1.00420747E+26,1.10937634E+26,1.27832147E+26,9.09354257E+25,9.82232632E+25,1.15716799E+26,1.23589326E+26,1.20277293E+26,1.11374386E+26,1.22402536E+26,1.22482011E+26,1.07559575E+26,1.29022925E+26,1.08234825E+26,1.11432200E+26,1.07641140E+26,1.06788039E+26,1.28328275E+26,1.19170794E+26,1.02359023E+26,1.15772082E+26,1.22145343E+26,1.11243517E+26,1.28870708E+26,1.16998428E+26,1.16669303E+26
1010,9,10,6,1.10846455E+26,1.22416268E+26,9.65552096E+25,1.26208244E+26,1.03848571E+26,9.64335130E+25,1.00176918E+26,1.11204618E+26,1.26973163E+26,9.03042494E+25,9.72424944E+25,1.14807840E+26,1.23284024E+26,1.19563688E+26,1.11606316E+26,1.22967482E+26,1.20927788E+26,1.08313036E+26,1.28691153E+26,1.08089309E+26,1.10650689E+26,1.06540805E+26,1.06252933E+26,1.28232132E+26,1.19440209E+26,1.02073893E+26,1.14636337E+26,1.21894933E+26,1.10398197E+26,1.28986687E+26,1.16519092E+26,1.15094428E+26
1011,9,10,12,1.11244557E+26,1.22951655E+26,9.72457379E+25,1.25938518E+26,1.05334065E+26,9.67637667E+25,1.00581430E+26,1.11949929E+26,1.27603728E+26,9.12938276E+25,9.78109865E+25,1.15987808E+26,1.24368750E+26,1.20778673E+26,1.11817881E+26,1.24143286E+26,1.22014740E+26,1.09769571E+26,1.30219877E+26,1.07776649E+26,1.10188251E+26,1.06318440E+26,1.06105362E+26,1.28035269E+26,1.19888176E+26,1.03231651E+26,1.14942114E+26,1.22260401E+26,1.10963433E+26,1.29983722E+26,1.16517975E+26,1.15019297E+26
1012,9,10,18,1.10554383E+26,1.24195504E+26,9.67319962E+25,1.24813322E+26,1.05891772E+26,9.70171812E+25,1.00507712E+26,1.12331658E+26,1.28041349E+26,9.04426626E+25,9.71866391E+25,1.14816182E+26,1.24399566E+26,1.20804594E+26,1.12483691E+26,1.24777497E+26,1.20439045E+26,1.11085135E+26,1.31244543E+26,1.08039825E+26,1.10106898E+26,1.05036180E+26,1.05978822E+26,1.28074434E+26,1.20733941E+26,1.03966376E+26,1.15118887E+26,1.21893297E+26,1.11223109E+26,1.30189819E+26,1.16549882E+26,1.14226974E+26
1013,9,11,0,1.10846904E+26,1.24515501E+26,9.78532867E+25,1.24556952E+26,1.06783732E+26,9.63471990E+25,1.00206355E+26,1.13608951E+26,1.28909645E+26,8.97236653E+25,9.65079175E+25,1.15208379E+26,1.25681640E+26,1.20758258E+26,1.12367074E+26,1.25401222E+26,1.19317045E+26,1.12187566E+26,1.31432826E+26,1.07101434E+26,1.10194121E+26,1.04785207E+26,1.06284394E+26,1.28472038E+26,1.20973750E+26,1.04569643E+26,1.15169000E+26,1.22418667E+26,1.11647752E+26,1.30563776E+26,1.16931030E+26,1.13773003E+26
1014,9,11,6,1.10494070E+26,1.25550311E+26,9.76066511E+25,1.23428894E+26,1.07289295E+26,9.61518857E+25,1.00612026E+26,1.13448969E+26,1.29316806E+26,8.86624219E+25,9.54819216E+25,1.13707352E+26,1.25260963E+26,1.19804983E+26,1.12408813E+26,1.25618693E+26,1.17494619E+26,1.12487810E+26,1.31938718E+26,1.06554699E+26,1.09313111E+26,1.03506751E+26,1.05398170E+26,1.27305633E+26,1.20946497E+26,1.04808726E+26,1.14367451E+26,1.21794231E+26,1.10648546E+26,1.31220685E+26,1.16598176E+26,1.13029855E+26
1015,9,11,12,1.11413662E+26,1.26158825E+26,9.86153937E+25,1.23028678E+26,1.07872634E+26,9.72486074E+25,1.00926540E+26,1.14137087E+26,1.30577361E+26,8.95180230E+25,9.59759872E+25,1.15025296E+26,1.26475868E+26,1.19078816E+26,1.12728076E+26,1.26811131E+26,1.17724629E+26,1.14329967E+26,1.32900819E+26,1.06661947E+26,1.09985430E+26,1.03267538E+26,1.06157978E+26,1.27169128E+26,1.20918543E+26,1.06655227E+26,1.14910025E+26,1.22628041E+26,1.11303256E+26,1.32503604E+26,1.17494354E+26,1.13606693E+26
1016,9,11,18,1.11814472E+26,1.26939766E+26,9.82672788E+25,1.22752906E+26,1.08814551E+26,9.76929777E+25,1.00704100E+26,1.13984355E+26,1.31990646E+26,8.84747329E+25,9.54247133E+25,1.14076081E+26,1.25898356E+26,1.19143332E+26,1.13482390E+26,1.27251097E+26,1.16892889E+26,1.15643852E+26,1.33108653E+26,1.06563078E+26,1.09395244E+26,1.02662977E+26,1.06427159E+26,1.27260857E+26,1.21064498E+26,1.08265587E+26,1.15153520E+26,1.22931890E+26,1.11107298E+26,1.32640558E+26,1.18097072E+26,1.13355892E+26
1017,9,12,0,1.12266063E+26,1.27543821E+26,9.94989745E+25,1.21659511E+26,1.09814818E+26,9.78158552E+25,1.01135666E+26,1.14958287E+26,1.32803943E+26,8.79073144E+25,9.62024677E+25,1.14242328E+26,1.26654000E+26,1.18631888E+26,1.13227076E+26,1.27727236E+26,1.17221233E+26,1.17171817E+26,1.33434717E+26,1.06017967E+26,1.09563977E+26,1.02464753E+26,1.07054907E+26,1.27268897E+26,1.20622923E+26,1.09517764E+26,1.15731626E+26,1.23664014E+26,1.10482490E+26,1.34039818E+26,1.18896918E+26,1.13828753E+26
1018,9,12,6,1.11392071E+26,1.27857251E+26,9.95904024E+25,1.21068617E+26,1.10260468E+26,9.76509881E+25,1.00570828E+26,1.14061243E+26,1.33062967E+26,8.76639151E+25,9.59821465E+25,1.13618140E+26,1.25416141E+26,1.18084241E+26,1.13372371E+26,1.28161603E+26,1.16508358E+26,1.17353086E+26,1.33067993E+26,1.05588699E+26,1.09133880E+26,1.01549501E+26,1.07147846E+26,1.26907441E+26,1.20325076E+26,1.10736588E+26,1.16170106E+26,1.23518357E+26,1.09537656E+26,1.33864656E+26,1.19472771E+26,1.13001438E+26
1019,9,12,12,1.12997348E+26,1.27823165E+26,1.01274780E+26,1.20695018E+26,1.11265330E+26,9.83295778E+25,1.00795379E+26,1.14655888E+26,1.33757340E+26,8.83462574E+25,9.66500542E+25,1.14504442E+26,1.26320353E+26,1.18215263E+26,1.14724089E+26,1.28543868E+26,1.18648261E+26,1.18729839E+26,1.33703715E+26,1.06154182E+26,1.10025931E+26,1.01947565E+26,1.07627071E+26,1.27527232E+26,1.20084349E+26,1.12358362E+26,1.17008587E+26,1.24649239E+26,1.09844897E+26,1.35228505E+26,1.20892038E+26,1.13562919E+26
1020,9,12,18,1.13178664E+26,1.28494179E+26,1.01275458E+26,1.20912176E+26,1.12310456E+26,9.84974912E+25,1.00128008E+26,1.14037151E+26,1.34219830E+26,8.80301945E+25,9.62447300E+25,1.14592662E+26,1.24803005E+26,1.17150443E+26,1.14903993E+26,1.29024217E+26,1.18827419E+26,1.19582631E+26,1.32934851E+26,1.06216412E+26,1.09233813E+26,1.01494805E+26,1.07144616E+26,1.28048496E+26,1.20055923E+26,1.14180628E+26,1.17508282E+26,1.25468338E+26,1.10363485E+26,1.36000794E+26,1.21947874E+26,1.12891616E+26
1021,9,13,0,1.13833639E+26,1.29030620E+26,1.02254793E+26,1.21198094E+26,1.13180342E+26,9.89723500E+25,9.96482718E+25,1.15137394E+26,1.34380988E+26,8.82535194E+25,9.68820917E+25,1.14969420E+26,1.25514878E+26,1.17183793E+26,1.15250793E+26,1.28939834E+26,1.19527042E+26,1.20267683E+26,1.34103183E+26,1.05735404E+26,1.09198710E+26,1.01647372E+26,1.07143871E+26,1.28387365E+26,1.19915273E+26,1.15480599E+26,1.18031171E+26,1.26394003E+26,1.10327967E+26,1.37415653E+26,1.22522752E+26,1.12506130E+26
1022,9,13,6,1.14093890E+26,1.28933085E+26,1.02450150E+26,1.20209568E+26,1.13443001E+26,9.93722159E+25,9.91660464E+25,1.14536740E+26,1.34000688E+26,8.89625648E+25,9.65370730E+25,1.14836901E+26,1.23399277E+26,1.14963070E+26,1.14931956E+26,1.28840360E+26,1.18832678E+26,1.19942885E+26,1.33633388E+26,1.05799071E+26,1.08847675E+26,1.01335093E+26,1.06407703E+26,1.27633719E+26,1.19373489E+26,1.16668406E+26,1.18254306E+26,1.26472501E+26,1.09794037E+26,1.36963030E+26,1.23292415E+26,1.11478897E+26
1023,9,13,12,1.15470739E+26,1.29416509E+26,1.04259351E+26,1.20609787E+26,1.14807350E+26,9.93655271E+25,9.94477034E+25,1.15340379E+26,1.34525743E+26,8.92967378E+25,9.74451955E+25,1.16592215E+26,1.23326485E+26,1.15292914E+26,1.16373799E+26,1.29386946E+26,1.19931557E+26,1.20191514E+26,1.34813482E+26,1.06275401E+26,1.08965432E+26,1.02350209E+26,1.06210915E+26,1.28248958E+26,1.20294956E+26,1.18077182E+26,1.19840685E+26,1.27664679E+26,1.10505446E+26,1.38481247E+26,1.24609765E+26,1.11788053E+26
1024,9,13,18,1.15739773E+26,1.29022713E+26,1.04559294E+26,1.20370259E+26,1.14834179E+26,1.00763018E+26,9.91597520E+25,1.15224720E+26,1.34306834E+26,8.98721085E+25,9.78567663E+25,1.17365259E+26,1.22369629E+26,1.14498610E+26,1.16489251E+26,1.29752937E+26,1.19174432E+26,1.19499334E+26,1.34703890E+26,1.06364550E+26,1.08690017E+26,1.02289428E+26,1.06225196E+26,1.28185625E+26,1.20492577E+26,1.19167865E+26,1.20663164E+26,1.28046110E+26,1.10747281E+26,1.38854863E+26,1.25540526E+26,1.11832720E+26
1025,9,14,0,1.16026554E+26,1.28557747E+26,1.05615214E+26,1.20938118E+26,1.14965894E+26,1.00978901E+26,9.96155262E+25,1.16070862E+26,1.34560305E+26,9.04533472E+25,9.82796282E+25,1.18793967E+26,1.22161697E+26,1.14397180E+26,1.17342635E+26,1.30132075E+26,1.20257824E+26,1.19292678E+26,1.35401476E+26,1.06482355E+26,1.08645154E+26,1.02014728E+26,1.05763171E+26,1.28102498E+26,1.21244366E+26,1.19549598E+26,1.21170222E+26,1.28671352E+26,1.10722662E+26,1.39755092E+26,1.25838683E+26,1.11783544E+26
1026,9,14,6,1.15722414E+26,1.28382677E+26,1.05853644E+26,1.19860910E+26,1.15381258E+26,1.01932560E+26,9.98132133E+25,1.14629936E+26,1.34499949E+26,9.12831275E+25,9.82324571E+25,1.19227287E+26,1.21499680E+26,1.13010797E+26,1.17167578E+26,1.30566933E+26,1.19947867E+26,1.18245442E+26,1.34878956E+26,1.06188200E+26,1.07820411E+26,1.02807300E+26,1.04832312E+26,1.27521003E+26,1.21142862E+26,1.19544644E+26,1.20689510E+26,1.28645278E+26,1.10427683E+26,1.39284368E+26,1.26465918E+26,1.11304569E+26
1027,9,14,12,1.16284885E+26,1.28849163E+26,1.07699113E+26,1.20203944E+26,1.16731852E+26,1.02410053E+26,1.00755595E+26,1.15159726E+26,1.34382228E+26,9.28801212E+25,1.00114913E+26,1.21073771E+26,1.22350819E+26,1.13480926E+26,1.18438618E+26,1.31056655E+26,1.21649352E+26,1.18911270E+26,1.36448698E+26,1.07099597E+26,1.08489027E+26,1.03450418E+26,1.05118010E+26,1.27585973E+26,1.22095408E+26,1.19714014E+26,1.20604359E+26,1.29333090E+26,1.11454723E+26,1.40085179E+26,1.27049797E+26,1.12464388E+26
1028,9,14,18,1.15871596E+26,1.28588880E+26,1.07915291E+26,1.19308028E+26,1.16514409E+26,1.03575231E+26,1.01355057E+26,1.14542179E+26,1.34021207E+26,9.33332519E+25,1.00884554E+26,1.21492248E+26,1.21861648E+26,1.13456028E+26,1.18628280E+26,1.31382702E+26,1.22576666E+26,1.19298284E+26,1.36635323E+26,1.07260808E+26,1.08445292E+26,1.03856774E+26,1.05809406E+26,1.27069734E+26,1.23008724E+26,1.19851833E+26,1.21009362E+26,1.29979138E+26,1.12482268E+26,1.40107207E+26,1.27366777E+26,1.12446495E+26
1029,9,15,0,1.15611305E+26,1.28679604E+26,1.09818713E+26,1.19633134E+26,1.16805098E+26,1.03947131E+26,1.02368799E+26,1.14616209E+26,1.33627926E+26,9.37026044E+25,1.02166443E+26,1.22948205E+26,1.22239592E+26,1.14112251E+26,1.19139664E+26,1.31111607E+26,1.23546888E+26,1.18370964E+26,1.38164555E+26,1.07762018E+26,1.07908379E+26,1.03916437E+26,1.05771711E+26,1.26303780E+26,1.23835795E+26,1.19644014E+26,1.20953739E+26,1.30797031E+26,1.12883446E+26,1.40033489E+26,1.27462499E+26,1.13087390E+26
1030,9,15,6,1.14741845E+26,1.28774309E+26,1.10440587E+26,1.18858536E+26,1.16486377E+26,1.05056624E+26,1.03085268E+26,1.13733924E+26,1.33342240E+26,9.40508532E+25,1.02513482E+26,1.22754600E+26,1.21802644E+26,1.13080625E+26,1.19246286E+26,1.30894439E+26,1.23762381E+26,1.17419054E+26,1.38069739E+26,1.08259645E+26,1.07802700E+26,1.04203667E+26,1.06172945E+26,1.25455470E+26,1.23804245E+26,1.19859543E+26,1.20605922E+26,1.30650308E+26,1.13070222E+26,1.39591358E+26,1.26607915E+26,1.12136136E+26
1031,9,15,12,1.15385400E+26,1.29166722E+26,1.12117124E+26,1.19187415E+26,1.16897921E+26,1.05659407E+26,1.04257804E+26,1.13964546E+26,1.33854479E+26,9.51860110E+25,1.03989258E+26,1.24078417E+26,1.22941679E+26,1.13828798E+26,1.20279395E+26,1.31485872E+26,1.25489895E+26,1.18121007E+26,1.39656747E+26,1.09487836E+26,1.08473656E+26,1.05115535E+26,1.06795871E+26,1.25061133E+26,1.24767255E+26,1.20662883E+26,1.20755983E+26,1.31384714E+26,1.13700604E+26,1.40323960E+26,1.26464822E+26,1.12876074E+26
1032,9,15,18,1.14599425E+26,1.29239331E+26,1.12932329E+26,1.19647050E+26,1.16066775E+26,1.06640901E+26,1.04398706E+26,1.15236273E+26,1.33898794E+26,9.58112545E+25,1.04938079E+26,1.24212594E+26,1.22990246E+26,1.14326923E+26,1.20950733E+26,1.31468947E+26,1.26681737E+26,1.18289580E+26,1.40824506E+26,1.09525276E+26,1.08782815E+26,1.05730607E+26,1.08059924E+26,1.24625734E+26,1.25628530E+26,1.21076427E+26,1.20673511E+26,1.31372953E+26,1.14265521E+26,1.40141618E+26,1.26322152E+26,1.13007412E+26
1033,9,16,0,1.14891558E+26,1.29609119E+26,1.14312391E+26,1.20645678E+26,1.15771621E+26,1.06899086E+26,1.05546789E+26,1.15484619E+26,1.34242185E+26,9.64708280E+25,1.05725549E+26,1.24574740E+26,1.23308337E+26,1.14975559E+26,1.21316896E+26,1.32484678E+26,1.27691900E+26,1.18354131E+26,1.42197640E+26,1.10372092E+26,1.08999565E+26,1.06579039E+26,1.07638584E+26,1.24373562E+26,1.26235629E+26,1.21830256E+26,1.21250840E+26,1.31494526E+26,1.14463191E+26,1.40888503E+26,1.26055768E+26,1.13090541E+26
1034,9,16,6,1.14591549E+26,1.29438121E+26,1.14896982E+26,1.20113464E+26,1.14981035E+26,1.07264299E+26,1.05831030E+26,1.15860865E+26,1.34109429E+26,9.67617371E+25,1.06192129E+26,1.24711224E+26,1.22810220E+26,1.13945811E+26,1.20406872E+26,1.32443474E+26,1.28337038E+26,1.18535046E+26,1.42471993E+26,1.10264053E+26,1.09401157E+26,1.06835317E+26,1.08452513E+26,1.23534041E+26,1.26585417E+26,1.22154248E+26,1.21610487E+26,1.31674140E+26,1.14349161E+26,1.40877617E+26,1.25442807E+26,1.12176773E+26
1035,9,16,12,1.15242311E+26,1.29578628E+26,1.16133681E+26,1.20902888E+26,1.15069325E+26,1.07010830E+26,1.06685953E+26,1.16744639E+26,1.35548372E+26,9.75708397E+25,1.08064194E+26,1.25897646E+26,1.24391176E+26,1.14351101E+26,1.21365270E+26,1.33636931E+26,1.29487707E+26,1.18745201E+26,1.43892328E+26,1.10859551E+26,1.09755455E+26,1.06800495E+26,1.08970964E+26,1.23767346E+26,1.27594305E+26,1.23259907E+26,1.22303935E+26,1.32111971E+26,1.15081720E+26,1.41236875E+26,1.26056436E+26,1.12872887E+26
1036,9,16,18,1.14737078E+26,1.29838990E+26,1.16289655E+26,1.21018915E+26,1.13595677E+26,1.07967632E+26,1.07559790E+26,1.16602159E+26,1.36165523E+26,9.77890252E+25,1.09000611E+26,1.25807144E+26,1.23756032E+26,1.13872025E+26,1.20697147E+26,1.34322447E+26,1.30071981E+26,1.19400643E+26,1.44165504E+26,1.10323551E+26,1.10441329E+26,1.08259724E+26,1.09555646E+26,1.24207758E+26,1.28587961E+26,1.23803493E+26,1.23229080E+26,1.31914546E+26,1.15994972E+26,1.41954235E+26,1.26337345E+26,1.12815287E+26
1037,9,17,0,1.14974584E+26,1.29451775E+26,1.17135665E+26,1.21407613E+26,1.13098313E+26,1.08320410E+26,1.08757551E+26,1.16617502E+26,1.37064574E+26,9.79220984E+25,1.09220285E+26,1.27167400E+26,1.24496925E+26,1.14128402E+26,1.21003647E+26,1.34921918E+26,1.31507427E+26,1.20423562E+26,1.44745336E+26,1.09601796E+26,1.10356668E+26,1.08617457E+26,1.09692267E+26,1.23794797E+26,1.29237734E+26,1.24028541E+26,1.23993505E+26,1.31839611E+26,1.16303118E+26,1.41863728E+26,1.26742272E+26,1.12796044E+26
1038,9,17,6,1.14436669E+26,1.28288269E+26,1.16854953E+26,1.21367374E+26,1.11458482E+26,1.08717325E+26,1.08944620E+26,1.16667964E+26,1.37130463E+26,9.78211722E+25,1.09397875E+26,1.27123646E+26,1.22793623E+26,1.13104846E+26,1.20611853E+26,1.34793069E+26,1.31009803E+26,1.19671904E+26,1.44233661E+26,1.08759891E+26,1.11133563E+26,1.08884866E+26,1.10288295E+26,1.22903078E+26,1.29275785E+26,1.23990018E+26,1.23763590E+26,1.31326326E+26,1.16209041E+26,1.41614749E+26,1.26727251E+26,1.12803985E+26
1039,9,17,12,1.15134264E+26,1.28103340E+26,1.17269856E+26,1.21894261E+26,1.11002703E+26,1.09419106E+26,1.10372896E+26,1.17008980E+26,1.38477924E+26,9.90616731E+25,1.10494791E+26,1.28844307E+26,1.23695927E+26,1.13661969E+26,1.21511203E+26,1.35916363E+26,1.31831767E+26,1.20151438E+26,1.44558172E+26,1.08650910E+26,1.11679120E+26,1.09016601E+26,1.09904672E+26,1.22682681E+26,1.29683231E+26,1.24312092E+26,1.24751231E+26,1.31603301E+26,1.17456119E+26,1.41855378E+26,1.26953610E+26,1.13617002E+26
1040,9,17,18,1.14643267E+26,1.27132035E+26,1.17619652E+26,1.22050138E+26,1.09555911E+26,1.10385139E+26,1.12017579E+26,1.17634221E+26,1.38756732E+26,9.93539698E+25,1.11003821E+26,1.28447708E+26,1.22664463E+26,1.12984562E+26,1.21179179E+26,1.35894157E+26,1.31378471E+26,1.19606432E+26,1.45103003E+26,1.07506604E+26,1.12721882E+26,1.08589339E+26,1.09854017E+26,1.23029897E+26,1.29683859E+26,1.24118633E+26,1.25236991E+26,1.31629394E+26,1.18109425E+26,1.41839460E+26,1.26594832E+26,1.13811887E+26
1041,9,18,0,1.14879715E+26,1.26436734E+26,1.17823362E+26,1.22280284E+26,1.09382316E+26,1.11300077E+26,1.12921343E+26,1.17768018E+26,1.39257957E+26,9.93225573E+25,1.11687867E+26,1.28640365E+26,1.22719275E+26,1.13770597E+26,1.21075783E+26,1.36503379E+26,1.32012699E+26,1.20257921E+26,1.46068706E+26,1.07459434E+26,1.13122840E+26,1.08241950E+26,1.09446436E+26,1.22923113E+26,1.30083873E+26,1.24420415E+26,1.25668375E+26,1.31639075E+26,1.18341417E+26,1.41604616E+26,1.26908748E+26,1.14459851E+26
1042,9,18,6,1.15050389E+26,1.24801290E+26,1.17757965E+26,1.21919011E+26,1.08639307E+26,1.10910942E+26,1.13401584E+26,1.17914570E+26,1.38640812E+26,9.94336652E+25,1.12229834E+26,1.27953777E+26,1.21375704E+26,1.13502216E+26,1.19753349E+26,1.35859328E+26,1.30626282E+26,1.18911290E+26,1.46198173E+26,1.07465032E+26,1.13827606E+26,1.07767712E+26,1.09352009E+26,1.22902695E+26,1.29383968E+26,1.24069164E+26,1.25435585E+26,1.31515862E+26,1.17859503E+26,1.40989574E+26,1.25938877E+26,1.13993705E+26
1043,9,18,12,1.16092510E+26,1.25291897E+26,1.18770937E+26,1.23007856E+26,1.08865868E+26,1.11949948E+26,1.14536138E+26,1.18277823E+26,1.39167295E+26,1.01132766E+26,1.13289983E+26,1.28909795E+26,1.21746014E+26,1.13951979E+26,1.20677974E+26,1.36766512E+26,1.30680889E+26,1.19259959E+26,1.48242951E+26,1.08619462E+26,1.14316974E+26,1.07597692E+26,1.09134818E+26,1.23051880E+26,1.30133373E+26,1.23945285E+26,1.26386925E+26,1.31924595E+26,1.18060973E+26,1.41159283E+26,1.26428079E+26,1.15170675E+26
1044,9,18,18,1.16578107E+26,1.24785942E+26,1.19079623E+26,1.23333048E+26,1.07995537E+26,1.12146842E+26,1.14644307E+26,1.19125346E+26,1.39159272E+26,1.01657865E+26,1.12946926E+26,1.27651919E+26,1.21064496E+26,1.14847822E+26,1.20484121E+26,1.36565570E+26,1.30717081E+26,1.18029253E+26,1.48697461E+26,1.09247359E+26,1.15380003E+26,1.07086769E+26,1.09453640E+26,1.23702232E+26,1.29530621E+26,1.22886212E+26,1.26994328E+26,1.33480658E+26,1.18284850E+26,1.40489094E+26,1.26233742E+26,1.15746852E+26
1045,9,19,0,1.17244937E+26,1.23942427E+26,1.19585361E+26,1.23474662E+26,1.08968785E+26,1.11876669E+26,1.15389693E+26,1.19687836E+26,1.40071425E+26,1.02796766E+26,1.13081956E+26,1.27831987E+26,1.21496102E+26,1.15727003E+26,1.20463980E+26,1.36470190E+26,1.30816082E+26,1.17636386E+26,1.49704524E+26,1.10259945E+26,1.16089155E+26,1.07418849E+26,1.09920113E+26,1.23151659E+26,1.29635915E+26,1.23188795E+26,1.27649385E+26,1.33566343E+26,1.18489829E+26,1.39184238E+26,1.26273126E+26,1.15899694E+26
1046,9,19,6,1.17184781E+26,1.23743862E+26,1.19463838E+26,1.22061889E+26,1.08464798E+26,1.11202915E+26,1.15107979E+26,1.20127329E+26,1.40078926E+26,1.03113174E+26,1.12926790E+26,1.26681671E+26,1.20939886E+26,1.15128095E+26,1.20017607E+26,1.35525116E+26,1.29735751E+26,1.16944547E+26,1.49672722E+26,1.10983587E+26,1.17110320E+26,1.07791540E+26,1.09751032E+26,1.22388949E+26,1.28955782E+26,1.22288961E+26,1.27916979E+26,1.33093958E+26,1.17984057E+26,1.38378761E+26,1.25952476E+26,1.15679912E+26
1047,9,19,12,1.18477265E+26,1.23897564E+26,1.20176628E+26,1.23106926E+26,1.10505074E+26,1.11203392E+26,1.16309961E+26,1.20823714E+26,1.41355273E+26,1.04255660E+26,1.14343448E+26,1.28250075E+26,1.22167978E+26,1.15558124E+26,1.21111138E+26,1.35605970E+26,1.30439091E+26,1.17480439E+26,1.50671769E+26,1.12552951E+26,1.18160037E+26,1.08544156E+26,1.10572986E+26,1.22193178E+26,1.29563047E+26,1.22701435E+26,1.28651279E+26,1.33364806E+26,1.18893191E+26,1.38517072E+26,1.26931735E+26,1.16731553E+26
1048,9,19,18,1.19011535E+26,1.24242225E+26,1.20214570E+26,1.23252727E+26,1.10470627E+26,1.10210337E+26,1.16219192E+26,1.22021374E+26,1.42181611E+26,1.04883107E+26,1.14109328E+26,1.27627551E+26,1.22284912E+26,1.15982947E+26,1.20468247E+26,1.35468768E+26,1.30367295E+26,1.17468806E+26,1.50309889E+26,1.13496334E+26,1.19041387E+26,1.09088235E+26,1.11144715E+26,1.22146698E+26,1.28727761E+26,1.21700965E+26,1.28781181E+26,1.34102639E+26,1.18928643E+26,1.37603362E+26,1.27518825E+26,1.17138292E+26
1049,9,20,0,1.19484887E+26,1.24315514E+26,1.19762339E+26,1.23227505E+26,1.11457941E+26,1.09691982E+26,1.16894343E+26,1.22906153E+26,1.42437993E+26,1.05847053E+26,1.14705439E+26,1.27754689E+26,1.23571650E+26,1.16183381E+26,1.20971612E+26,1.35773778E+26,1.31827114E+26,1.18268156E+26,1.51247079E+26,1.14309937E+26,1.20111017E+26,1.10197795E+26,1.11955914E+26,1.21355358E+26,1.29546941E+26,1.22259688E+26,1.29173497E+26,1.34166346E+26,1.19460537E+26,1.37166256E+26,1.27785741E+26,1.17194888E+26
1050,9,20,6,1.19105337E+26,1.23936894E+26,1.19827143E+26,1.22836356E+26,1.11118282E+26,1.08825316E+26,1.16777147E+26,1.22874215E+26,1.42214511E+26,1.06276195E+26,1.14712586E+26,1.26766455E+26,1.23390031E+26,1.15373657E+26,1.20349546E+26,1.34665027E+26,1.32177045E+26,1.17531707E+26,1.50924560E+26,1.14895156E+26,1.20642099E+26,1.10204352E+26,1.11697907E+26,1.20967337E+26,1.29244013E+26,1.21967487E+26,1.28946663E+26,1.33580913E+26,1.19048521E+26,1.36529524E+26,1.27162246E+26,1.17574487E+26
1051,9,20,12,1.20408942E+26,1.24332488E+26,1.19894819E+26,1.23790302E+26,1.10862582E+26,1.08857986E+26,1.17079244E+26,1.24104582E+26,1.42552904E+26,1.07910002E+26,1.15534465E+26,1.28319910E+26,1.25018531E+26,1.15693685E+26,1.21546582E+26,1.34959158E+26,1.32976739E+26,1.18461997E+26,1.52042035E+26,1.16567931E+26,1.21251668E+26,1.11309799E+26,1.12744172E+26,1.21161499E+26,1.29997371E+26,1.22688972E+26,1.29225856E+26,1.34104650E+26,1.19862341E+26,1.37072046E+26,1.27735658E+26,1.18152928E+26
1052,9,20,18,1.20724898E+26,1.23972253E+26,1.20351070E+26,1.23248748E+26,1.10176145E+26,1.08077756E+26,1.16552269E+26,1.24122751E+26,1.41714472E+26,1.08185358E+26,1.15036071E+26,1.28397630E+26,1.25540281E+26,1.14451859E+26,1.21309822E+26,1.34713400E+26,1.33439870E+26,1.18615361E+26,1.52156463E+26,1.16953905E+26,1.21779867E+26,1.12179487E+26,1.13812585E+26,1.21591264E+26,1.30181874E+26,1.22051246E+26,1.28900663E+26,1.34727929E+26,1.20663215E+26,1.36744637E+26,1.27876057E+26,1.18364810E+26
